,Unnamed: 0,age_certification,description,genres,id,imdb_id,imdb_score,imdb_votes,production_countries,release_year,runtime,seasons,title,tmdb_id,tmdb_popularity,tmdb_score,type,budget,revenue,winst
2018,420,PG-13,"When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.","['comedy', 'crime', 'action', 'scifi', 'drama', 'thriller']",tm33981,tt0443521,6.5,61.0,['CA'],2006,116,,Bon Cop Bad Cop,15049,7.956,6.4,MOVIE,8000000.0,12671300.0,4671300.0
2021,2472,PG,"Police officer Dev investigates a double murder case that has only two witnesses - an acclaimed writer Vikram and a young homemaker Maya, who also happen to be the prime suspects in the case. He finds himself being torn between their own version's of what happened on the fateful night, and takes it upon himself to figure out the real story and capture the real murderer.","['crime', 'thriller']",tm340587,tt6692354,7.2,12262.0,['IN'],2017,107,,Ittefaq,464458,6.265,7.0,MOVIE,4400000.0,7900000.0,3500000.0
2024,801,R,A police inspector recruits a suspended cop for a specialized task force to battle organized crime.,"['action', 'thriller', 'crime']",tm34142,tt2186731,3.2,1058.0,['IN'],2012,141,,Department,117784,2.125,6.0,MOVIE,3200000.0,4800000.0,1600000.0
2028,729,R,"When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process.",['drama'],tm34331,tt1211890,6.5,1838.0,['US'],2012,101,,Middle of Nowhere,83588,2.677,6.7,MOVIE,2000000.0,2368060.0,368060.0
2051,2830,PG-13,Life of three men comes in trouble when their photos appear on advertisement for sterilization.,['comedy'],tm347060,tt6352548,5.4,1553.0,['IN'],2017,128,,Poster Boys,471894,3.588,5.4,MOVIE,2360586.0,3540879.0,1180293.0
2053,797,PG,"On-the-run from the London mafia, Omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘London Dreams’. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘Chicken Khurana’?",['comedy'],tm34746,tt2186933,6.6,3925.0,['IN'],2012,140,,Luv Shuv Tey Chicken Khurana,138370,2.564,6.3,MOVIE,460000.0,1600000.0,1140000.0
2058,2153,R,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.","['drama', 'thriller', 'action', 'crime', 'european']",tm348003,tt6288694,5.7,12160.0,"['BG', 'US']",2017,87,,Acts of Vengeance,445954,23.289,5.899,MOVIE,10000000.0,320705.0,-9679295.0
2093,1786,R,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food.","['drama', 'horror', 'scifi', 'romance', 'action']",tm350,tt4334266,5.2,31275.0,['US'],2017,119,,The Bad Batch,316154,18.249,5.3,MOVIE,6000000.0,180851.0,-5819149.0
2144,275,R,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.","['crime', 'drama']",tm35463,tt0221027,7.5,258431.0,['US'],2001,124,,Blow,4133,24.348,7.4,MOVIE,53000000.0,83282296.0,30282296.0
2194,1766,,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.","['thriller', 'horror', 'scifi']",tm359978,tt4236484,7.4,31208.0,['KR'],2017,109,,Forgotten,443319,33.53,8.0,MOVIE,2800000.0,3600000.0,800000.0
2195,1766,,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.","['thriller', 'horror', 'scifi']",tm359978,tt4236484,7.4,31208.0,['KR'],2017,109,,Forgotten,443319,33.53,8.0,MOVIE,2800000.0,3600000.0,800000.0
2210,3193,PG-13,"Ophelia comes of age as lady-in-waiting for Queen Gertrude, and her singular spirit captures Hamlet's affections. As lust and betrayal threaten the kingdom, Ophelia finds herself trapped between true love and controlling her own destiny.","['drama', 'romance', 'history', 'war', 'thriller']",tm361746,tt5690870,6.6,10357.0,"['GB', 'US']",2019,114,,Ophelia,428836,17.715,7.3,MOVIE,12000000.0,242115.0,-11757885.0
2213,3251,,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem—or sound—using only his ears.","['thriller', 'action', 'scifi', 'war', 'drama', 'european']",tm361998,tt7458762,6.9,17468.0,['FR'],2019,115,,The Wolf's Call,484468,15.545,7.6,MOVIE,22400000.0,12652790.0,-9747210.0
2223,3097,PG-13,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.","['horror', 'thriller']",tm362198,tt3387520,6.2,74754.0,"['US', 'CA', 'CN']",2019,108,,Scary Stories to Tell in the Dark,417384,36.326,6.5,MOVIE,25000000.0,95438172.0,70438172.0
2226,666,R,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.","['action', 'drama', 'crime', 'thriller']",tm36237,tt1524137,6.4,122383.0,"['FR', 'US', 'GB']",2012,109,,Contraband,77866,46.41,6.3,MOVIE,25000000.0,96262212.0,71262212.0
2246,2515,,An Indian Army officer is compelled to chase down his protege when the latter turns rogue and threatens to disrupt the country’s government and army.,"['thriller', 'action', 'drama']",tm363878,tt6774212,5.2,4732.0,['IN'],2018,157,,Aiyaary,493620,5.373,5.6,MOVIE,9150000.0,41000000.0,31850000.0
2255,2305,PG,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.","['drama', 'crime', 'family']",tm365122,tt1799516,6.3,4774.0,"['US', 'AE']",2018,87,,Benji,495193,17.811,7.0,MOVIE,6000000.0,585333.0,-5414667.0
2269,2273,,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,"['drama', 'comedy']",tm366590,tt6452574,7.7,52227.0,"['IN', 'US']",2018,159,,Sanju,496328,6.803,7.4,MOVIE,21918618.0,67414985.0,45496367.0
2271,1721,R,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and Defense Secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.","['comedy', 'drama', 'documentation']",tm366889,tt6266538,7.2,139439.0,['US'],2018,132,,Vice,429197,16.962,7.059,MOVIE,60000000.0,76073488.0,16073488.0
2326,1779,PG-13,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.","['action', 'thriller', 'romance', 'drama', 'european']",tm370212,tt6306064,6.6,55597.0,"['HK', 'IS', 'US']",2018,96,,Adrift,429300,17.991,6.9,MOVIE,35000000.0,59900000.0,24900000.0
2422,814,PG-13,"A young woman is torn between the affections of her two lovers. One is a young bachelor who brings passion into her life. The other is a married man who has kept her as his mistress for years. Architect JD has a chip on his shoulder about his father Rico never really accepting him as his son. Seamstress Sari struggles to take care of her family. The two meet by chance, and JD aggressively pursues Saris affections. Though the two are clearly a good match, there is a problem standing in the way of their bliss: Sari is the mistress of JDs father. Against his better judgment, JD continues to court Sari even after finding out this difficult fact. He hides his true identity as Ricos son, and fights to win Saris heart.","['romance', 'drama']",tm38331,tt2389344,6.3,361.0,['PH'],2012,125,,The Mistress,134380,2.635,5.9,MOVIE,22361.0,5876918.0,5854557.0
2426,679,PG,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","['fantasy', 'action', 'family', 'animation', 'thriller', 'scifi', 'comedy', 'drama', 'european']",tm38980,tt1446192,7.2,173157.0,['US'],2012,97,,Rise of the Guardians,81188,52.108,7.4,MOVIE,145000000.0,306941670.0,161941670.0
2427,247,,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","['action', 'thriller', 'european']",tm39030,tt0381061,8.0,649676.0,"['DE', 'GB', 'US', 'BS', 'CZ']",2006,144,,Casino Royale,36557,40.164,7.518,MOVIE,150000000.0,599045960.0,449045960.0
2428,345,PG-13,"Gray Wheeler just lost everything. But it could be the best thing that ever happened to her. After the death of her fiancé, Gray moves in with her late love's best friends. While Sam and Dennis do their best to cheer Gray up, Fritz doesn't seem to care. Once Gray breaks through Fritz's defenses, however, she finally sees why her fiancé thought so highly of him. As they spend more time together, Gray learns that her chances for love have not died out with her fiancé. But when some surprise guests show up on their doorstep, it'll take the love of all of her new friends to help Gray learn that life may be messy, but love is messier.","['drama', 'romance', 'comedy']",tm39487,tt0395495,5.9,26528.0,['US'],2006,111,,Catch and Release,13668,9.435,5.9,MOVIE,25000000.0,16162580.0,-8837420.0
2429,472,,Two best friends being convinced that they are not in love search for each other's love.,"['drama', 'comedy', 'romance']",tm39557,tt0473367,7.4,26894.0,['IN'],2008,146,,Jaane Tu... Ya Jaane Na,14467,7.196,6.8,MOVIE,2300000.0,11100000.0,8800000.0
2432,645,PG-13,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","['thriller', 'action', 'drama', 'crime']",tm39888,tt1345836,8.4,1669067.0,['US'],2012,165,,The Dark Knight Rises,49026,91.76,7.768,MOVIE,250000000.0,1081041287.0,831041287.0
2433,671,PG-13,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,"['comedy', 'fantasy', 'horror']",tm39896,tt1077368,6.2,265626.0,['US'],2012,113,,Dark Shadows,62213,48.204,6.0,MOVIE,150000000.0,245527149.0,95527149.0
2434,299,PG-13,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.","['crime', 'drama', 'history', 'thriller']",tm40009,tt0478087,6.8,249016.0,['US'],2008,123,,21,8065,27.013,6.7,MOVIE,35000000.0,159808370.0,124808370.0
2436,667,R,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,"['drama', 'thriller', 'crime', 'action']",tm40319,tt1615065,6.4,129746.0,['US'],2012,131,,Savages,82525,15.525,6.4,MOVIE,45000000.0,82966152.0,37966152.0
2440,3095,R,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.","['drama', 'romance', 'comedy']",tm403709,tt7653254,7.9,298303.0,['GB'],2019,136,,Marriage Story,492188,28.268,7.8,MOVIE,18000000.0,2300000.0,-15700000.0
